,mol_id,atom_index,shift,DFT_shift
5097,88752,14,54.1,60.61398954387498
5145,88776,9,146.1,153.21176873954
5146,88776,10,154.3,143.26722070041995
5151,88777,0,88.1,81.09040697992998
5160,88778,7,28.4,36.51042539747
5170,88779,0,89.2,71.59690859967499
5174,88779,4,192.6,179.56072322757996
5183,88790,1,27.7,37.49341791521499
5184,88790,3,36.2,27.05510242224
5224,88815,3,128.8,136.00268274065002
5228,88816,3,100.0,107.556593787705
5229,88816,2,152.0,165.441525517435
5246,88826,0,86.9,96.31765790175
5269,88852,11,29.8,23.702528688284985
5284,88853,6,71.9,99.14128482127
5288,88853,5,134.3,154.74893283301498
5289,88853,4,136.9,128.76085673070494
5291,88853,7,169.9,181.4661108480049
5301,88861,9,119.8,127.44443346020998
5324,88874,8,126.2,133.22902211074498
5402,89166,9,26.4,16.821291124284986
5407,89166,6,142.7,151.59883371558502
5413,89170,4,35.0,28.2620251006
5424,89172,6,42.3,49.38326861849498
5426,89172,9,82.8,74.827804270525
5432,89172,4,121.5,114.25526593375
5491,89194,0,105.0,113.32059671350498
5494,89194,4,144.2,135.69505662876497
5507,89195,4,166.0,174.21326712623002
5508,89195,0,170.6,163.664194635385
5510,89200,10,24.2,31.344568248125
5511,89200,1,30.8,23.46999698071497
5553,89208,7,45.3,3.1343722809200014
5568,89216,2,20.7,32.853608182454984
5571,89216,1,31.6,21.54837273233
5613,89226,14,107.3,117.15524366332
5669,89256,0,112.6,125.64564703406998
5703,89266,6,171.9,161.31171986649
5711,89267,1,176.4,167.07514291272
5715,89541,0,61.0,72.24318438043998
5716,89541,1,68.1,59.98027782046
5742,89569,5,10.5,20.199476205915
5748,89569,6,10.5,20.185945682614967
5760,89576,11,52.9,155.86143178805995
5763,89576,2,114.6,120.92214135004
5764,89576,13,115.5,134.63001115186498
5766,89576,18,122.5,7.8649827954520015
5768,89576,22,128.9,7.572580209857995
5769,89576,23,130.6,8.380198705002996
5770,89576,8,131.3,193.1037139383349
5771,89576,20,135.3,7.438326745729995
5773,89576,19,144.3,7.369649532082995
5777,89576,5,194.8,93.35312024672
5778,89576,24,128.9,6.4636210588169964
5779,89576,21,128.4,7.433766505779996
5800,89591,0,168.7,161.70188217050497
5802,89602,7,71.1,64.35343959761498
5864,89646,3,45.5,52.50669327570501
5899,89886,3,150.2,156.51302313155
5908,89889,3,157.6,164.86609169080498
5949,89915,1,130.1,123.98313230687998
5950,89915,3,132.5,124.00130186674
5973,89917,1,112.9,124.47921927901498
5974,89917,3,122.0,129.98681878828
5976,89917,0,148.8,140.73846254224495
5984,89918,5,164.9,158.89033607535998
5994,89920,4,154.4,165.73484793326
5996,89920,8,165.3,151.14362825313498
5999,89936,15,25.6,32.60300356162
6013,89937,0,108.2,102.07441233292498
6014,89937,2,108.3,118.207048556705
6015,89937,3,115.2,108.40563412478
6062,89964,10,41.1,48.55761675741
6071,89966,12,12.7,128.04953779150495
6073,89966,11,25.1,128.410416177235
6085,89976,1,42.6,32.02505692351997
6103,89984,1,128.8,137.30151633085498
6135,90004,4,49.7,43.02440590046999
6136,90004,3,51.4,59.00066793354
6155,90248,6,92.0,101.681640570845
6173,90264,0,70.9,95.54525831451
6175,90264,1,159.1,200.70409881573
6176,90264,6,167.9,158.340513596405
6177,90265,6,20.6,12.287599352834976
6180,90265,1,166.1,175.23685121387496
6223,90278,12,78.5,71.50557756739998
6236,90279,11,22.5,1.7729582462469968
6237,90279,10,26.9,1.1658991041029978
6241,90279,9,35.5,1.852397626175996
6242,90279,6,35.6,2.413489549624
6243,90279,7,80.2,2.3552096830629985
6245,90279,8,171.9,1.7005416358409988
6249,90283,5,23.9,30.70070863223497
6251,90283,2,150.3,132.769950784495
6255,90285,12,18.6,2.1443441877749976
6256,90285,8,55.2,141.89445246504
6262,90285,10,122.7,1.9838237415349984
6263,90285,11,135.7,2.142702501393
6266,90287,7,90.5,97.098465742755
6301,90300,5,140.5,148.18170005616997
6338,90322,16,129.5,121.38140596948
6353,90336,11,30.6,7.743862822379995
6358,90336,10,72.0,8.8273758345
6497,90644,2,144.7,154.89757529612498
6499,90644,0,154.6,161.34477300198
6501,90646,0,41.5,54.22023740505499
6524,90652,9,31.8,42.28602591467001
6587,90700,3,132.1,139.973601389415
6589,90700,4,140.3,132.19016786109
6590,90700,0,160.5,168.127914272055
6624,90729,0,44.7,53.68539514832498
6626,90733,5,24.0,17.152885591729984
6629,90733,3,55.6,45.865139267304976
6631,90733,11,120.7,136.193753058965
6635,90733,7,120.7,131.50987247888494
6640,10003368,23,21.7,5.352746606996998
6641,10003368,10,26.7,2.125282384783997
6646,10003368,7,37.6,1.4177155541419957
6647,10003368,3,37.9,148.44419220818995
6648,10003368,15,47.1,69.26212015766498
6649,10003368,33,47.9,0.6635430712109986
6650,10003368,11,55.4,0.9460955385129955
6653,10003368,6,76.1,1.8142740201939984
6654,10003368,9,76.1,1.0874629769629998
6656,10003368,25,114.2,1.2817291988329984
6658,10003368,2,133.3,124.25065008183998
6660,10003368,24,148.1,2.4164081031919977
6663,10003368,30,170.1,2.307965597180999
6665,10003451,9,69.7,2.412212682438
6670,10003451,6,102.7,2.3295811345439965
6671,10003451,14,117.1,4.346575264428999
6672,10003451,15,118.7,3.923841021064
6673,10003451,13,123.4,3.4358953464139965
6674,10003451,12,126.1,4.416985369256999
6677,10003451,19,160.0,3.974642094106997
6679,10003533,8,18.1,1.034199374346997
6680,10003533,7,41.8,1.1056127319639977
6691,10003533,11,144.9,132.75806325330998
6695,10003578,6,27.6,1.5510569702799977
6698,10003578,7,36.4,2.0853346828219976
6699,10003578,12,36.4,4.771772037366997
6701,10003578,9,46.2,153.33537973454497
6704,10003578,11,76.7,4.553336543762001
6705,10003578,16,107.9,1.367370505093998
6707,10003578,15,128.0,2.095549620309999
6710,10003578,17,147.4,2.261542354489997
6751,10005853,7,123.4,110.474741077135
6752,10005853,11,123.4,115.25304538052998
6758,10005985,1,41.9,48.42791702692001
6776,10006107,11,29.8,22.990146636539976
6778,10006107,13,29.8,22.79724003291997
6779,10006107,14,29.8,23.7524949779
6797,10006293,2,38.6,47.212199508414976
6798,10006293,1,47.8,37.99221099201
6842,10006316,0,171.8,183.31070776017492
6843,10006316,7,171.8,183.33438617595
6844,10006345,4,24.6,31.942617377984988
6848,10006345,6,32.1,42.227264784910005
6871,10006977,12,16.0,2.199067067174997
6872,10006977,18,16.3,3.7456268438179983
6873,10006977,17,18.2,3.813756828671
6874,10006977,13,22.0,2.4510659268119994
6875,10006977,19,32.4,3.2657983962789983
6895,10006982,5,134.5,141.45751320904498
6902,10007145,15,7.3,169.97318771039
6903,10007145,20,10.5,3.070346512021999
6904,10007145,7,11.6,136.401543238215
6906,10007145,21,24.0,4.141455671477996
6910,10007145,18,36.1,7.937399405858
6921,10007145,19,175.9,2.2508713930069995
6956,10007150,14,132.0,138.81896451895
6960,10007649,27,11.0,1.1823159679229958
6976,10007649,7,128.2,7.145559340939998
6980,10007649,6,132.6,7.241597994286997
6985,10007655,26,11.6,1.192804519808
6986,10007655,24,16.6,0.8598157986589959
6988,10007655,18,25.7,144.01603851847997
6989,10007655,25,26.6,1.5041777035939994
6992,10007655,14,69.0,6.722186663982002
6994,10007655,5,111.8,155.60309543962498
6996,10007655,7,131.4,11.098922558393998
7000,10007655,8,148.6,185.02879427949
7001,10007655,2,166.9,155.47291247616002
7003,10007655,21,175.4,1.807160045871996
7006,10007667,22,11.4,1.1440099523429978
7007,10007667,21,19.2,1.1784853663649957
7009,10007667,32,22.2,5.677982920230999
7010,10007667,29,26.6,1.9079413487669967
7011,10007667,28,26.7,0.8680242305689987
7012,10007667,20,29.4,0.9093400045160004
7020,10007667,27,79.3,1.0709549083439995
7027,10007667,24,168.9,1.159879587368998
7029,10007667,31,170.5,1.8287755832349968
7030,10007667,10,170.8,2.790712598288
7048,10008070,10,60.5,2.5177366348810004
7052,10008070,7,77.2,2.429906413443998
7056,10008070,12,116.5,4.002368353002995
7057,10008070,16,118.2,4.373480680133998
7058,10008070,15,124.4,1.270328598957995
7059,10008070,26,128.2,8.229345967457
7060,10008070,18,129.3,3.992791849107995
7063,10008070,17,139.9,4.236217457639
7071,10008157,22,25.7,5.8821904651919965
7074,10008157,21,43.3,6.494539485677997
7079,10008157,17,119.9,2.581123970185999
7082,10008157,16,137.7,4.778794806889998
7085,10008157,15,169.1,4.0730520722279975
7086,10008157,20,172.6,125.69223069286
7090,10008330,8,71.51,81.40325200794499
7098,10008574,12,39.9,52.52350978323497
7137,10008629,7,167.5,156.415700010385
7138,10008629,6,190.1,180.080005382515
7173,10008744,0,173.7,164.16946303404498
7198,10008835,4,138.8,149.945983647895
7200,10008835,2,164.0,149.617578518085
7214,10008882,0,34.3,40.806076605434974
7215,10008882,2,131.5,125.18193667126
7216,10008882,1,140.4,146.71760078851497
7218,10008882,5,170.3,162.37000008174
7219,10008882,3,175.6,169.54929574471996
7225,10008898,2,132.5,138.6459671139
7251,10008929,0,167.3,160.326794416845
7253,10008940,8,21.8,15.855791640234964
7297,10008987,7,133.9,127.63038150898998
7298,10008987,11,137.1,128.26631610408998
7331,10009029,2,62.9,69.20877123722498
7334,10009029,0,174.1,167.38682818159495
7358,10009037,0,176.3,169.85469898492
7400,10009064,5,114.0,106.55059938034998
7411,10009071,4,21.1,14.503125896614993
7418,10009071,3,50.2,56.82022410374499
7441,10009077,4,56.8,63.18382250492499
7456,10009080,7,86.4,93.89704728338
7457,10009080,1,114.5,108.1095089577
7463,10009088,4,24.4,32.489637105684984
7467,10009088,1,46.8,32.72236210644496
7482,10009091,7,140.0,130.04896254886498
7544,10009120,3,131.5,137.65533951515
7545,10009120,10,131.5,137.65727244705
7549,10009120,5,135.0,142.139644876555
7551,10009120,12,135.0,142.12147531669495
7589,10009124,6,61.7,69.34339994405997
7599,10009124,12,132.5,142.77519288527498
7601,10009124,0,141.7,135.445321827285
7604,10009126,9,109.2,115.47823194688
7631,10009155,2,79.0,68.73423645577498
7632,10009155,1,82.0,64.69846794176499
7650,10009159,1,118.9,112.83224146897
7652,10009159,4,144.7,154.353454966275
7706,10009255,4,26.3,34.32553582430498
7718,10009269,1,37.8,45.81623609023497
7720,10009269,2,83.1,66.36339883382999
7724,10009270,1,82.7,65.06572500276498
7758,10009279,0,171.2,162.78239110260495
7774,10009281,1,227.4,234.79483214965
7814,10009295,8,174.7,166.09456655985
7827,10009337,29,17.0,0.5809115233169955
7831,10009337,16,21.2,84.98942056201498
7832,10009337,21,21.3,159.47698090701
7835,10009337,25,31.4,3.2187367199949968
7837,10009337,30,37.2,1.4268360340419974
7848,10009337,9,173.2,2.281972229465996
7850,10009337,10,211.9,1.7900135436599989
7851,10009540,14,14.9,39.73494239304998
7854,10009540,15,21.0,30.88656003441997
7855,10009540,13,24.1,37.470029439224994
7856,10009540,17,24.7,14.738460355439994
7858,10009540,10,31.2,22.771725331839967
7860,10009540,4,36.6,20.646370061195
7861,10009540,3,37.8,49.88293151464497
7863,10009540,19,46.3,54.094016951984976
7865,10009540,22,54.3,73.15978068742
7866,10009540,24,54.9,21.131342674905
7869,10009540,12,77.0,56.31418253232497
7875,10009836,7,81.96,70.13406573775498
7876,10009836,17,104.09,2.696589245720002
7879,10009836,16,116.7,3.716258898539994
7881,10009836,10,127.19,3.7175357657259935
7883,10009836,11,128.36,3.621953136374
7884,10009836,13,128.36,4.575681719517
7885,10009836,12,128.44,4.191800720526
7887,10009836,18,144.0,3.282397669696998
7889,10009836,15,156.04,53.70810709815
7906,10010005,14,171.3,161.17080913098
7934,10010379,8,31.1,41.16840469008997
7943,10010421,18,11.9,2.273946207153997
7945,10010421,14,16.5,31.09348039431498
7947,10010421,12,23.4,4.817009617670998
7948,10010421,6,23.5,1.9127752031139948
7950,10010421,7,37.6,1.5197737242229967
7954,10010421,5,54.4,30.088549099505
7957,10010421,1,80.5,74.04612661016499
7959,10010421,17,110.1,1.9525404954779968
7960,10010421,11,133.1,5.038910893637997
7962,10010421,16,141.4,1.9396806188189968
7963,10010421,9,146.3,154.77280454197995
7971,10010426,5,106.6,114.300786479995
7991,10010467,14,118.9,129.13797174439495
8008,10010850,24,31.5,37.69840534321
8011,10010850,0,95.2,88.61473098706
8043,10013804,10,161.2,155.19205747108998
8046,10014033,6,44.2,7.227917274436997
8048,10014033,7,54.5,7.416711208366997
8049,10014033,8,105.0,7.516124439277
8050,10014033,25,107.0,7.177937044584997
8052,10014033,16,128.3,3.496637742548
8055,10014033,15,129.5,3.315231397336998
8056,10014033,17,129.5,3.457510883776997
8057,10014033,29,129.5,4.822755520007996
8062,10014033,28,129.9,7.434222529775
8063,10014033,30,129.9,98.705698617605
8064,10014033,27,131.3,7.349949295498997
8066,10014033,26,134.7,7.233571971974996
8088,10014078,6,115.1,108.61313436424496
8101,10014081,4,29.4,1.090016711335
8102,10014081,3,29.9,1.190068375837999
8103,10014081,2,31.8,0.6994777620169971
8119,10014081,23,164.4,6.318058199612999
8120,10014081,21,171.3,128.17392195927
8132,10015650,11,113.9,107.685520345435
8181,10015899,1,56.7,64.71296493101498
8185,10015915,1,114.2,62.84681582815999
8225,10015925,7,71.4,62.57137303240997
8226,10015925,12,71.4,62.39315671122997
8227,10015925,1,128.9,141.87956888941002
8228,10015925,2,128.9,165.25422441632497
8232,10015926,2,189.5,182.01255069613492
8233,10015926,3,189.5,180.39555651519
8234,10015927,3,161.2,155.25603751697997
8278,10016002,6,170.9,177.46194577056
8296,10016123,3,50.7,57.97002864446
8323,10016287,9,17.1,25.56848449794998
8324,10016287,8,25.1,17.070446046194974
8344,10016297,9,149.0,155.630929658985
8381,10016425,6,32.5,26.47328992034
8382,10016425,9,32.5,26.470100582704987
8387,10016425,16,32.5,26.46594477912001
8390,10016425,21,32.5,26.468071004209968
8406,10016428,1,152.6,159.33877627616002
8454,10016638,2,23.9,16.614757350769988
8455,10016638,7,27.1,20.911278378090007
8473,10016661,3,27.3,33.59430768653499
8478,10016664,2,22.2,28.731244319324983
8494,10016690,8,26.0,34.19883213825997
8530,10016706,2,54.3,61.50130193256999
8531,10016706,4,54.3,61.50130193256999
8534,10016706,1,125.8,133.91337664994
8535,10016706,5,125.8,133.91337664994
8557,10016715,6,133.3,126.481930020605
8563,10016722,2,109.9,94.13924365044998
8591,10016729,0,51.3,59.524685771629976
8606,10016734,0,54.8,63.09703386261499
8629,10016774,1,190.5,178.65727085752
8630,10016774,4,190.5,199.37462825491
8639,10016802,1,130.9,143.89426380877995
8718,10016902,8,31.6,25.340301887155
8722,10016902,1,210.6,217.401441094095
8737,10016936,3,32.6,26.27274823571497
8754,10016966,2,35.7,44.16319272935499
8757,10016966,3,175.3,168.744326254965
8759,10016967,3,34.7,27.99924300879499
8762,10016967,10,182.4,173.15344056546002
8773,10016978,9,30.0,36.115720703489984
8781,10016979,0,177.5,170.25790857925998
8846,10017017,0,45.2,54.66442515567499
8847,10017017,2,54.2,47.90196625693
8850,10017018,6,23.7,16.697003603115007
8851,10017018,7,23.7,16.705798443259994
8852,10017018,0,45.4,55.33032019522498
8902,10017144,0,118.3,124.48550130769
8921,10017593,10,29.6,37.25209136749999
8947,10017603,12,110.8,122.32738284133998
8976,10017620,8,22.4,10.790011904180997
8983,10017620,5,140.6,174.23878182731002
8985,10017620,15,172.7,2.3791965451999992
8995,10017629,10,65.1,2.0274196354569973
8998,10017639,15,29.3,0.9781996277609972
8999,10017639,16,30.2,1.5640992565369984
9006,10017639,14,68.9,1.3106411201159958
9007,10017639,10,109.2,1.1252217637489963
9010,10017639,11,143.0,1.2826412468229975
9019,10017665,20,113.6,124.541459686195
9029,10017670,6,31.9,25.20219390289997
9039,10017670,0,112.3,124.18628344956998
9059,10017674,4,122.0,135.208344376345
9063,10017674,3,134.8,123.52985977633
9066,10017674,12,150.8,157.627841604875
9093,10017695,12,111.9,119.74711204802998
9139,10017731,18,14.2,2.5305053067409986
9149,10017731,5,50.2,38.787129235884976
9153,10017731,0,216.7,222.91000706931
9191,10017759,2,33.3,39.95365363753498
9192,10017759,5,33.3,26.725247593504967
9198,10017761,1,206.6,213.57230300019492
9203,10017766,2,112.8,122.079870911545
9206,10017767,7,41.3,34.57710691109
9236,10017794,5,150.4,112.16393026454494
9246,10017795,9,146.45,161.14732400839495
9247,10017795,7,161.9,146.01671968157498
9255,10017804,4,37.5,30.67857656197998
9293,10017835,4,150.2,162.71850770331002
9335,10017844,7,194.5,187.55784237745
9342,10017855,1,61.1,68.22780829797497
9356,10017857,1,56.3,50.30943293837999
9359,10017857,0,235.2,253.49362876387
9402,10017872,18,42.7,34.92919045667497
9411,10017872,12,140.8,150.53630105015498
9414,10017872,6,150.3,138.63746221353998
9434,10017875,17,114.4,107.88296933902
9456,10017876,2,127.7,119.48790588024
9457,10017876,5,127.7,115.43454768594
9489,10017889,8,111.3,105.09471507326998
9597,10017930,5,78.8,85.54571836283499
9617,10017932,5,134.6,142.323080113865
9636,10017942,4,130.1,123.20416075117998
9655,10017949,3,115.5,123.93422912981
9665,10017950,0,120.1,114.036941275645
9735,10017990,13,18.1,26.47638261137999
9736,10017990,12,25.5,17.922869014094967
9747,10017990,7,138.7,145.23649172013995
9749,10018006,0,23.8,44.76327143770999
9750,10018006,4,39.2,23.174065106825
9751,10018006,2,42.8,50.07806098994999
9752,10018006,3,50.0,41.69493533965
9757,10018006,9,111.6,121.851398360965
9759,10018006,10,127.7,136.85133649134494
9782,10018011,5,129.1,122.892475482305
9826,10018020,12,120.0,128.092835466065
9828,10018020,8,123.9,130.185620834195
9838,10018026,21,26.3,19.274858231550013
9900,10018089,10,67.9,75.38999751363998
9908,10018089,4,146.6,140.29978364753998
9911,10018089,3,154.2,147.55001791125
9958,10018100,4,137.5,143.942297166495
9963,10018112,3,118.6,128.295600022375
9964,10018112,7,118.6,128.29086433921998
9971,10018117,13,33.8,43.06422429761
9974,10018117,8,123.5,137.972823579725
10021,10018119,7,134.3,128.23422943454997
10039,10018138,21,20.5,11.420582749089988
10040,10018138,22,20.5,11.41169126234999
10041,10018138,23,20.5,11.458081627949952
10061,10018143,10,109.6,101.95466720172
10103,10018159,5,111.8,119.161337035735
10105,10018159,13,113.5,123.804626045915
10106,10018159,11,114.3,102.63331959180998
10109,10018159,3,136.1,117.76460044479498
10116,10018159,1,167.0,152.920185962425
10119,10018160,11,124.6,133.100868725775
10123,10018160,17,164.3,156.91285009506495
10145,10018167,6,43.6,6.683880648402
10146,10018167,14,46.3,2.7342568277069965
10147,10018167,13,53.1,2.304591019617998
10166,10018171,10,144.7,151.80246809124995
10170,10018180,15,25.9,19.779643397234988
10181,10018180,2,161.5,169.85218617344998
10195,10018181,4,145.8,151.93815991063
10196,10018181,1,159.6,149.384660224135
10206,10018188,1,156.6,150.50740371824998
10221,10018195,3,106.5,119.24029730385
10264,10018223,1,114.4,107.47492741492998
10267,10018223,4,133.3,141.844099589045
10268,10018223,2,148.0,140.46292309989997
10275,10018225,5,151.5,157.987173645085
10281,10018228,2,120.9,128.35117181450002
10282,10018228,1,128.5,120.74837077223
10307,10018231,14,144.7,156.82490169361495
10308,10018231,10,146.6,134.84562970531
10309,10018231,17,155.1,164.67917717607497
10324,10018236,13,134.1,122.05406627067998
10355,10018248,12,132.4,145.2469295524
10359,10018248,10,146.6,131.96304836283994
10363,10018278,12,56.48,68.83349250883998
10364,10018278,14,105.4,95.095078475
10366,10018278,3,118.3,128.648360094125
10367,10018278,7,126.4,144.16758037943995
10374,10018278,13,155.0,177.67563139210495
10445,10018302,12,7.9,14.588851426379962
10450,10018302,3,26.8,33.31209962913499
10487,10018310,6,34.0,69.42323003152998
10493,10018310,1,223.9,216.24496793832492
10498,10018319,14,61.7,68.00455466352498
10514,10018321,0,171.7,164.11292477597
10515,10018321,5,171.7,164.11331136234998
10520,10018324,5,138.0,145.38291131156495
10521,10018324,9,138.0,145.38339454453995
10522,10018324,2,146.6,139.13751169607
10523,10018324,6,146.6,139.12504428531497
10543,10018340,5,38.3,28.717907089214968
10544,10018340,7,38.3,28.787685930805
10546,10018340,8,42.9,34.721110337640006
10547,10018340,12,70.0,47.88234699814498
10548,10018340,6,70.1,54.943637168629984
10554,10018340,3,161.1,140.42861355867498
